-44.7581,-1.47211,-2.69155,-12.8053,-0.000585971,0.00787307,2.14577e-06,
-44.7363,-1.45033,3.01829,4.18389,-0.000585971,0.00818771,0.00896215,
-44.7363,-1.45033,-1.46107,-1.78011,-0.000634383,0.00817368,0.0178301,
-44.7581,-1.47211,-0.0488675,-6.20283,-0.000537573,0.00799199,0.0266731,
-44.7363,-1.45033,8.41664,-4.41993,-0.000537573,0.00788709,0.0355661,
-44.7145,-1.49389,7.90612,-19.9921,-0.000585971,0.00787307,0.044548,
-44.7363,-1.42854,7.92787,7.87922,-0.000537573,0.00809688,0.0534232,
-44.7145,-1.45033,6.75183,-2.43323,-0.000585971,0.00797793,0.06233,
-44.7799,-1.42854,-11.6908,6.83209,-0.000585971,0.00808282,0.071213,
-44.7363,-1.45033,2.66749,-5.12399,-0.000537573,0.00788709,0.0800741,
-44.7581,-1.45033,-2.20902,3.68359,-0.000537573,0.00809688,0.089015,
-44.7581,-1.38498,-2.35978,16.963,-0.000585971,0.00808282,0.0978482,
-44.7363,-1.42854,4.88665,3.94821,-0.000537573,0.00799199,0.106706,
-44.6927,-1.45033,17.3675,-3.70283,-0.000537573,0.00799199,0.115618,
-44.7363,-1.42854,1.68373,6.0264,-0.000585971,0.00808282,0.124559,
-44.7581,-1.42854,0.444085,8.93712,-0.000537573,0.00809688,0.133467,
-44.7363,-1.47211,2.33114,-8.14033,-0.000537573,0.00799199,0.142366,
-44.7363,-1.45033,2.75794,1.28197,-0.000585971,0.00808282,0.151259,
-44.7363,-1.42854,9.24285,3.66282,-0.000489161,0.00790113,0.16008,
-44.7581,-1.42854,-5.08654,5.10884,-0.000585971,0.00808282,0.168979,
-44.7581,-1.47211,-0.542383,-7.50837,-0.000537573,0.00799199,0.177898,
-44.7581,-1.45033,-0.779575,3.58961,-0.000537573,0.00820174,0.186721,
-44.7581,-1.45033,-1.17552,-3.73669,-0.000537573,0.00788709,0.195576,
-44.7581,-1.45033,-0.0397902,2.94646,-0.000489161,0.00800602,0.204531,
-44.7145,-1.45033,14.93,-0.664232,-0.000489161,0.00790113,0.213436,
-44.7363,-1.42854,1.23158,4.57063,-0.000585971,0.00808282,0.222321,
-44.7581,-1.45033,-5.30604,-4.46841,-0.000585971,0.00797793,0.231111,
-44.7363,-1.45033,4.80049,-7.03393,-0.000537573,0.00788709,0.240069,
-44.7363,-1.47211,-0.211413,-5.60683,-0.000585971,0.00808282,0.248949,
-44.7145,-1.42854,13.4009,-1.30289,-0.000489161,0.00769137,0.257836,
-44.7363,-1.45033,2.72911,2.63331,-0.000537573,0.00799199,0.266711,
-44.7363,-1.40676,4.29743,8.11293,-0.000537573,0.00788709,0.275564,
-44.7799,-1.42854,-5.99972,6.3965,-0.000537573,0.00799199,0.2845,
-44.7581,-1.47211,-3.99441,-10.1279,-0.000585971,0.00808282,0.293423,
-44.7581,-1.42854,-0.124825,4.65135,-0.000537573,0.00788709,0.302288,
-44.7581,-1.47211,4.95006,-9.76419,-0.000440748,0.00770537,0.31116,
-44.7799,-1.45033,-4.84074,1.60916,-0.000537573,0.00799199,0.320039,
-44.7363,-1.40676,5.54911,10.0218,-0.000537573,0.00799199,0.328947,
-44.7581,-1.45033,0.169664,-5.83084,-0.000537573,0.00788709,0.337818,
-44.7581,-1.45033,-2.65426,-5.53168,-0.000585971,0.00797793,0.346726,
-44.7581,-1.47211,-3.1376,-7.83356,-0.000537573,0.00799199,0.355589,
-44.7363,-1.47211,3.34139,-3.69116,-0.000585971,0.00808282,0.364499,
-44.7581,-1.42854,-8.71565,7.18021,-0.000634383,0.00827858,0.373384,
-44.7363,-1.45033,2.39167,2.12697,-0.000537573,0.00809688,0.382292,
