-64096.3,2234,18963.7,-197600,8180.71,-832.491,9.53674e-07,
-64072.3,2889,1858.67,172237,8162.24,-602.576,0.00662088,
-64072.3,2229,-1640,-143161,8161.1,-794.678,0.0131941,
-64063.3,2184,1017.81,-24757.8,8161.1,-602.576,0.019851,
-64063.3,2184,3102.15,-218256,8161.1,-797.162,0.026418,
-64072.3,2992,-371.47,142869,8162.24,-802.406,0.0330589,
-64072.3,2184,-1297.81,-253164,8162.24,-797.162,0.0395949,
-64089.3,2187,-3851.83,-193195,8162.24,-797.162,0.0462971,
-64063.3,2880,2015.39,53977.9,8161.1,-797.162,0.052794,
-64063.3,2184,276.049,-31695.6,8161.1,-602.576,0.05949,
-64063.3,2184,852.509,-172058,8161.1,-825.591,0.066077,
-64063.3,2187,26.6409,-89187.4,8161.1,-602.576,0.0726531,
-64063.3,2880,2672.48,161764,8161.1,-602.576,0.0792789,
-64063.3,2235,83.5149,-203019,8161.1,-794.678,0.0858269,
-64063.3,2889,2.60984,29644.8,8161.1,-826.143,0.092437,
-64091.3,2184,-7966.54,-200588,8161.1,-797.162,0.0990529,
-64063.3,2889,413.423,137860,8161.1,-602.576,0.105612,
-64063.3,2880,269.781,236423,8161.1,-616.653,0.11228,
-64056.3,2916,1336.2,130390,8160.2,-794.678,0.11885,
-64056.3,2992,1373.54,54418.4,8161.1,-794.678,0.125495,
-64056.3,2994,1253,288882,8160.2,-602.576,0.132123,
-64063.3,2184,-1458.85,-135855,8160.2,-616.653,0.138689,
-64063.3,2235,-1189.62,-184869,8161.1,-795.782,0.145276,
-64088.3,2992,-10136.8,264360,8160.2,-603.404,0.151896,
-64088.3,2235,-10901.2,-178286,8160.2,-794.678,0.158471,
-64063.3,2980,-1082.38,21556.5,8160.2,-826.143,0.165106,
-64063.3,2187,-33.8245,-102568,8161.1,-603.404,0.171683,
-64063.3,2889,-1.05701,104215,8161.1,-804.614,0.178347,
-64063.3,2234,8.01477,-225283,8161.1,-825.591,0.184904,
-64063.3,2889,95.4496,115720,8161.1,-616.653,0.191502,
-64063.3,2184,-1496.17,-57084,8160.2,-616.653,0.198126,
-64065.3,2187,-613.898,-200176,8160.2,-794.678,0.204737,
-64063.3,2235,75.3694,-140380,8161.1,-796.058,0.211336,
-64065.3,2976,-499.282,227110,8161.1,-603.404,0.217959,
-64063.3,2992,31.7101,184433,8161.1,-602.576,0.224469,
-64056.3,2184,2316.3,-122212,8161.1,-616.653,0.231096,
-64063.3,2980,-93.9654,231496,8161.1,-602.576,0.237741,
-64056.3,2992,2479.34,94266.4,8161.1,-797.162,0.244348,
-64063.3,2228,-250.728,-18540.6,8161.1,-603.404,0.250975,
-64056.3,2889,1655.14,8354.42,8161.1,-797.162,0.257545,
-64063.3,2187,4478.29,-290918,8164.66,-826.143,0.264163,
-64063.3,2228,139.947,-145032,8161.1,-825.039,0.270822,
-64063.3,2897,5101.91,227440,8164.66,-602.576,0.277405,
-64056.3,2187,2812.96,-257060,8161.1,-796.058,0.284074,
-64063.3,2187,1901.55,-157050,8161.1,-797.162,0.290655,
-64063.3,2889,5370.49,220037,8164.66,-616.377,0.297219,
-64056.3,2234,2654.75,-207618,8161.1,-822.279,0.303814,
-64063.3,2885,-83.0101,74685.3,8161.1,-821.727,0.310427,
-64063.3,2184,-2.59406,-90076.3,8161.1,-616.377,0.317067,
-64056.3,2994,2493.02,149112,8161.1,-797.162,0.323629,
-64056.3,2880,2561.7,65269.5,8161.1,-794.678,0.330262,
-64056.3,2885,1242.86,33877.8,8160.2,-794.678,0.336891,
-64063.3,2880,4557.98,209479,8164.28,-603.404,0.343482,
-64117.3,2992,-21798.4,262534,8160.2,-602.576,0.350074,
-64053.3,2885,14164.3,239767,8167.97,-616.377,0.356622,
-64053.3,2187,12912,-15255.6,8167.97,-602.576,0.363296,
-64117.3,2184,-13168.4,-26847.8,8159.82,-616.377,0.369861,
-64053.3,2187,9260.61,-176182,8162.37,-796.058,0.376514,
-64117.3,2187,-13389.5,-18755.3,8159.82,-616.377,0.383113,
-64053.3,2885,20867.6,142451,8167.97,-602.576,0.389723,
-64117.3,2184,-30491.3,-35903.1,8157.02,-602.576,0.396365,
-64048.3,2187,-16006.3,-84892.1,8152.05,-616.377,0.402936,
-64048.3,2992,-2941.93,208016,8159.19,-616.653,0.409519,
-64031.3,2916,1018.98,221102,8157.02,-616.653,0.416289,
-63992.3,2880,11956.2,174875,8155.87,-603.404,0.422883,
-64054.3,2880,-3986.74,60688.7,8159.95,-803.51,0.429495,
-63992.3,2884,19010.6,68207.4,8159.95,-796.058,0.436127,
-64022.3,2235,-4322.55,-231812,8152.43,-825.591,0.442723,
-63992.3,2184,19742.9,-42273.2,8159.95,-603.404,0.449326,
-63992.3,2908,15084.3,135621,8155.87,-616.377,0.455926,
-64054.3,2184,-12797.9,-76486,8152.05,-616.377,0.462498,
-64054.3,2884,-4055.29,151346,8159.95,-616.377,0.469084,
-64024.3,2235,2120.47,-43905.5,8155.87,-602.576,0.475742,
-64054.3,2990,-3062.26,257884,8159.95,-602.576,0.482668,
